Bowl,Date,Location,points1,points2,team1,team2,stadiumlat,stadiumlng,team1lat,team1lng,team2lat,team2lng
971,Cactus Bowl,1/2/2016,"Tempe, AZ",43,42,West Virginia,Arizona State,33.4255104,-111.9400054,39.6480359,-79.9697147,32.2318851,-110.9501094
972,Alamo Bowl,1/2/2016,"San Antonio, TX",47,41,Texas Christian (11),Oregon (15),29.4241219,-98.49362819999999,32.7095936,-97.3635602,44.0448302,-123.0726055
973,Liberty Bowl,1/2/2016,"Memphis, TN",45,23,Arkansas,Kansas State,35.1495343,-90.0489801,36.0686895,-94.1748471,38.9543439,-95.2557961
974,TaxSlayer Bowl,1/2/2016,"Jacksonville, FL",24,17,Georgia,Penn State,30.3321838,-81.65565099999999,33.9480053,-83.3773221,40.7982133,-77.8599084
975,Sugar Bowl,1/1/2016,"New Orleans, LA",48,20,Mississippi (16),Oklahoma State (13),29.95106579999999,-90.0715323,34.3647324,-89.538443,36.1270236,-97.07372219999999
976,Rose Bowl,1/1/2016,"Pasadena, CA",45,16,Stanford (5),Iowa (6),34.1477849,-118.1445155,37.4274745,-122.169719,41.6626963,-91.5548998
977,Citrus Bowl,1/1/2016,"Orlando, FL",41,7,Michigan (17),Florida (19),28.5383355,-81.3792365,42.2780436,-83.7382241,29.6436325,-82.3549302
978,Fiesta Bowl,1/1/2016,"Glendale, AZ",44,28,Ohio State (7),Notre Dame (8),33.5386523,-112.1859866,40.0068363,-83.0306222,41.7055716,-86.2353388
979,Outback Bowl,1/1/2016,"Tampa, FL",45,6,Tennessee,Northwestern (12),27.950575,-82.4571776,35.9544013,-83.92945639999999,45.031563,-93.168573
980,Cotton Bowl,12/31/2015,"Arlington, TX",38,0,Alabama (2),Michigan State (3),32.735687,-97.10806559999999,33.2140233,-87.5391418,42.701848,-84.4821719
981,Orange Bowl,12/31/2015,"Miami Gardens, FL",37,17,Clemson (1),Oklahoma (4),25.9420377,-80.2456045,34.6738437,-82.8368654,35.2058936,-97.4457137
982,Peach Bowl,12/31/2015,"Atlanta, GA",38,24,Houston (14),Florida State (9),33.7489954,-84.3879824,29.7199489,-95.3422334,30.43495,-84.284994
983,Holiday Bowl,12/30/2015,"San Diego, CA",23,21,Wisconsin (23),Southern California,32.715738,-117.1610838,43.076592,-89.4124875,34.0223519,-118.285117
984,Music City Bowl,12/30/2015,"Nashville, TN",27,21,Louisville,Texas A&M,36.1626638,-86.7816016,38.2122761,-85.75850229999999,30.6187558,-96.33647719999999
985,Belk Bowl,12/30/2015,"Charlotte, NC",51,28,Mississippi State,North Carolina State,35.2270869,-80.8431267,33.4551742,-88.79437659999999,35.7846633,-78.6820946
986,Birmingham Bowl,12/30/2015,"Birmingham, AL",31,10,Auburn,Memphis,33.5185892,-86.8103567,32.5933574,-85.4951663,35.1187498,-89.9374928
987,Texas Bowl,12/29/2015,"Houston, TX",56,27,Louisiana State (22),Texas Tech,29.7604267,-95.3698028,30.4132579,-91.1800023,33.5842591,-101.8782822
988,Arizona Bowl,12/29/2015,"Tuscon, AZ",28,23,Nevada,Colorado State,32.2226066,-110.9747108,39.5441917,-119.816397,40.573436,-105.0865473
989,Russell Athletic Bowl,12/29/2015,"Orlando, FL",49,38,Baylor (18),North Carolina (10),28.5383355,-81.3792365,31.5497007,-97.1143046,35.9049122,-79.0469134
990,Armed Forces Bowl,12/29/2015,"Fort Worth, TX",55,36,California,Air Force,32.7554883,-97.3307658,37.8718992,-122.2585399,32.3771126,-86.3386457
991,Quick Lane Bowl,12/28/2015,"Detroit, MI",21,14,Minnesota,Central Michigan,42.331427,-83.0457538,44.97399,-93.2277285,43.5819086,-84.7756364
992,Military Bowl,12/28/2015,"Annapolis, MD",44,28,Navy (21),Pittsburgh,38.9784453,-76.4921829,38.98206580000001,-76.4839405,40.4443533,-79.960835
993,Foster Farms Bowl,12/26/2015,"Santa Clara, CA",37,29,Nebraska,UCLA,37.3541079,-121.9552356,40.8201966,-96.70047629999999,34.068921,-118.4451811
994,Independence Bowl,12/26/2015,"Shreveport, LA",55,52,Virginia Tech,Tulsa,32.5251516,-93.7501789,37.22838429999999,-80.42341669999999,36.1520526,-95.94607529999999
995,Pinstripe Bowl,12/26/2015,"Bronx, New York",44,41,Duke,Indiana,40.8447819,-73.8648268,36.0014258,-78.9382286,39.1754487,-86.512627
996,Heart of Dallas Bowl,12/26/2015,"Dallas, TX",44,31,Washington,Southern Mississippi,32.7766642,-96.79698789999999,47.65533509999999,-122.3035199,31.3298941,-89.3340439
997,Sun Bowl,12/26/2015,"El Paso, TX",20,14,Washington State,Miami (FL),31.7618778,-106.4850217,46.7319225,-117.1542121,25.7178924,-80.2746368
998,St. Petersburg Bowl,12/26/2015,"St. Petersburg, FL",16,10,Marshall,Connecticut,27.7676008,-82.64029149999999,38.4235252,-82.42641449999999,41.8077414,-72.2539805
999,Hawaii Bowl,12/24/2015,"Honolulu, HI",42,7,San Diego State,Cincinnati,21.3069444,-157.8583333,32.7739344,-117.0701349,39.1329219,-84.51495039999999
1000,Bahamas Bowl,12/24/2015,"Nassau, Bahamas",45,31,Western Michigan,Middle Tennessee State,25.0443312,-77.3503609,42.2837336,-85.6102507,35.8486105,-86.3648813
1001,GoDaddy Bowl,12/23/2015,"Mobile, AL",58,27,Georgia Southern,Bowling Green State,30.6953657,-88.0398912,32.42054890000001,-81.78653469999999,41.3797788,-83.6300826
1002,Poinsettia Bowl,12/23/2015,"San Diego, CA",55,7,Boise State,Northern Illinois,32.715738,-117.1610838,43.6028311,-116.201767,41.934233,-88.774069
1003,Boca Raton Bowl,12/22/2015,"Boca Raton, FL",32,17,Toledo,Temple (24),26.3683064,-80.1289321,41.6578804,-83.6142374,39.9805942,-75.1557376
1004,Famous Idaho Potato Bowl,12/22/2015,"Boise, ID",23,21,Akron,Utah State,43.6150186,-116.2023137,41.0770227,-81.5114462,39.6081249,-110.802743
1005,Miami Beach Bowl,12/21/2015,"Miami, FL",45,35,Western Kentucky (25),South Florida,25.7616798,-80.1917902,36.9853543,-86.456138,28.0587031,-82.41385389999999
1006,New Orleans Bowl,12/19/2015,"New Orleans, LA",47,28,Louisiana Tech,Arkansas State,29.95106579999999,-90.0715323,32.5282644,-92.6499298,35.0729706,-91.8962336
1007,AutoNation Cure Bowl,12/19/2015,"Orlando, FL",27,16,San Jose State,Georgia State,28.5383355,-81.3792365,37.3351874,-121.8810715,33.753068,-84.38528190000001
1008,Camellia Bowl,12/19/2015,"Montgomery, AL",31,29,Appalachian State,Ohio,32.3792233,-86.3077368,36.2135255,-81.6839919,39.324358,-82.10138889999999
1009,Las Vegas Bowl,12/19/2015,"Las Vegas, NV",35,28,Utah (20),Brigham Young,36.1699412,-115.1398296,40.7649368,-111.8421021,40.2518435,-111.6493156
1010,New Mexico Bowl,12/19/2015,"Albuquerque, NM",45,37,Arizona,New Mexico,35.0843859,-106.650422,32.2318851,-110.9501094,35.0843187,-106.6197812
1011,College Football Championship,1/9/2017,"Raymond James Stadium - Tampa, Florida",35,31,Clemson (3),Alabama (1),27.950575,-82.4571776,34.6738437,-82.8368654,33.2140233,-87.5391418
1012,Sugar Bowl,1/2/2017,"Mercedes-Benz Superdome - New Orleans, Louisiana",35,19,Oklahoma (7),Auburn (17),29.95106579999999,-90.0715323,35.2058936,-97.4457137,32.5933574,-85.4951663
1013,Rose Bowl,1/2/2017,"Pasadena, CA",52,49,Southern California (9),Penn State (5),34.1477849,-118.1445155,34.0223519,-118.285117,40.7982133,-77.8599084
1014,Cotton Bowl,1/2/2017,"AT&T Stadium - Arlington, Texas",24,16,Wisconsin (8),Western Michigan (12),32.735687,-97.10806559999999,43.076592,-89.4124875,42.2837336,-85.6102507
1015,Outback Bowl,1/2/2017,"Raymond James Stadium - Tampa, Florida",30,3,Florida (20),Iowa (21),27.950575,-82.4571776,29.6436325,-82.3549302,41.6626963,-91.5548998
1016,Fiesta Bowl,12/31/2016,"University of Phoenix Stadium - Glendale, Arizona",31,0,Clemson (3),Ohio State (2),33.5386523,-112.1859866,34.6738437,-82.8368654,40.0068363,-83.0306222
1017,Peach Bowl,12/31/2016,"Georgia Dome - Atlanta, Georgia",24,7,Alabama (1),Washington (4),33.7489954,-84.3879824,33.2140233,-87.5391418,47.65533509999999,-122.3035199
1018,Citrus Bowl,12/31/2016,"Camping World Stadium - Orlando, Florida",29,9,Louisiana State (19),Louisville (15),28.5383355,-81.3792365,30.4132579,-91.1800023,38.2122761,-85.75850229999999
1019,TaxSlayer Bowl,12/31/2016,"EverBank Field - Jacksonville, Florida",33,18,Georgia Tech,Kentucky,30.3321838,-81.65565099999999,33.7756178,-84.39628499999999,38.0306511,-84.5039697
1020,Orange Bowl,12/30/2016,"Hard Rock Stadium - Miami Gardens, Florida",33,32,Florida State (10),Michigan (6),25.9420377,-80.2456045,30.43495,-84.284994,42.2780436,-83.7382241
1021,Arizona Bowl,12/30/2016,"Arizona Stadium - Tucson, Arizona",45,21,Air Force,South Alabama,32.2226066,-110.9747108,32.3771126,-86.3386457,30.6959406,-88.184236
1022,Music City Bowl,12/30/2016,"Nissan Stadium - Nashville, Tennessee",38,24,Tennessee,Nebraska (24),36.1626638,-86.7816016,35.9544013,-83.92945639999999,40.8201966,-96.70047629999999
1023,Sun Bowl,12/30/2016,"Sun Bowl Stadium - El Paso, Texas",25,23,Stanford (16),North Carolina,31.7618778,-106.4850217,37.4274745,-122.169719,35.9049122,-79.0469134
1024,Liberty Bowl,12/30/2016,"Liberty Bowl Memorial Stadium - Memphis, Tennessee",31,23,Georgia,Texas Christian,35.1495343,-90.0489801,33.9480053,-83.3773221,32.7095936,-97.3635602
1025,Alamo Bowl,12/29/2016,"Alamodome - San Antonio, Texas",38,8,Oklahoma State (13),Colorado (11),29.4241219,-98.49362819999999,36.1270236,-97.07372219999999,40.00758099999999,-105.2659417
1026,Belk Bowl,12/29/2016,"Bank of America Stadium - Charlotte, North Carolina",35,24,Virginia Tech (18),Arkansas,35.2270869,-80.8431267,37.22838429999999,-80.42341669999999,36.0686895,-94.1748471
1027,Birmingham Bowl,12/29/2016,"Legion Field - Birmingham, Alabama",46,39,South Florida (25),South Carolina,33.5185892,-86.8103567,28.0587031,-82.41385389999999,33.9937575,-81.0299186
1028,Texas Bowl,12/28/2016,"NRG Stadium - Houston, Texas",33,28,Kansas State,Texas A&M,29.7604267,-95.3698028,38.9543439,-95.2557961,30.6187558,-96.33647719999999
1029,Foster Farms Bowl,12/28/2016,"Levi's Stadium - Santa Clara, California",26,24,Utah,Indiana,37.3541079,-121.9552356,40.7649368,-111.8421021,39.1754487,-86.512627
1030,Russell Athletic Bowl,12/28/2016,"Camping World Stadium - Orlando, Florida",31,14,Miami (FL),West Virginia (14),28.5383355,-81.3792365,25.7178924,-80.2746368,39.6480359,-79.9697147
1031,Pinstripe Bowl,12/28/2016,"Yankee Stadium - Bronx, New York",31,24,Northwestern,Pittsburgh (22),40.8447819,-73.8648268,45.031563,-93.168573,40.4443533,-79.960835
1032,Cactus Bowl,12/27/2016,"Chase Field - Phoenix, Arizona",31,12,Baylor,Boise State,33.4483771,-112.0740373,31.5497007,-97.1143046,43.6028311,-116.201767
1033,Holiday Bowl,12/27/2016,"Qualcomm Stadium - San Diego, California",17,12,Minnesota,Washington State,32.715738,-117.1610838,44.97399,-93.2277285,46.7319225,-117.1542121
1034,Military Bowl,12/27/2016,"Navy Marine Corps Memorial Stadium - Annapolis, Maryland",34,26,Wake Forest,Temple (23),38.9784453,-76.4921829,36.1354033,-80.27922749999999,39.9805942,-75.1557376
1035,Heart of Dallas Bowl,12/27/2016,"Dallas, TX",38,31,Army,North Texas,32.7766642,-96.79698789999999,35.9587748,-83.9279907,33.207488,-97.1525862
1036,Independence Bowl,12/26/2016,"Independence Stadium - Shreveport, Louisiana",41,17,North Carolina State,Vanderbilt,32.5251516,-93.7501789,35.7846633,-78.6820946,36.1447034,-86.8026551
1037,Quick Lane Bowl,12/26/2016,"Ford Field - Detroit, Michigan",36,30,Boston College,Maryland,42.331427,-83.0457538,42.3355488,-71.16849450000001,38.9869183,-76.9425543
1038,St. Petersburg Bowl,12/26/2016,"Tropicana Field - St. Petersburg, Florida",17,16,Mississippi State,Miami (OH),27.7676008,-82.64029149999999,33.4551742,-88.79437659999999,25.7178924,-80.2746368
1039,Hawaii Bowl,12/24/2016,"Hawaiian Tel Federal Credit Union Field at Aloha Stadium - Honolulu, Hawaii",52,35,Hawaii,Middle Tennessee State,21.3069444,-157.8583333,21.296939,-157.8171118,35.8486105,-86.3648813
1040,Dollar General Bowl,12/23/2016,"Ladd-Peebles Stadium - Mobile, Alabama",28,23,Troy,Ohio,30.6953657,-88.0398912,31.8010955,-85.9572999,39.324358,-82.10138889999999
1041,Armed Forces Bowl,12/23/2016,"Amon G. Carter Stadium - Fort Worth, Texas",48,45,Louisiana Tech,Navy,32.7554883,-97.3307658,32.5282644,-92.6499298,38.98206580000001,-76.4839405
1042,Bahamas Bowl,12/23/2016,"Thomas A. Robinson Stadium - Nassau, Bahamas",24,20,Old Dominion,Eastern Michigan,25.0443312,-77.3503609,36.8841106,-76.304239,42.2506803,-83.624089
1043,Famous Idaho Potato Bowl,12/22/2016,"Albertsons Stadium - Boise, Idaho",61,50,Idaho,Colorado State,43.6150186,-116.2023137,46.7288124,-117.0126084,40.573436,-105.0865473
1044,Poinsettia Bowl,12/21/2016,"Qualcomm Stadium - San Diego, California",24,21,Brigham Young,Wyoming,32.715738,-117.1610838,40.2518435,-111.6493156,41.3148754,-105.5665744
1045,Boca Raton Bowl,12/20/2016,"FAU Football Stadium - Boca Raton, Florida",51,31,Western Kentucky,Memphis,26.3683064,-80.1289321,36.9853543,-86.456138,35.1187498,-89.9374928
1046,Miami Beach Bowl,12/19/2016,"Marlins Park - Miami, Florida",55,10,Tulsa,Central Michigan,25.7616798,-80.1917902,36.1520526,-95.94607529999999,43.5819086,-84.7756364
1047,New Orleans Bowl,12/17/2016,"Mercedes-Benz Superdome - New Orleans, Louisiana",28,21,Southern Mississippi,Louisiana,29.95106579999999,-90.0715323,31.3298941,-89.3340439,30.2114404,-92.0204121
1048,AutoNation Cure Bowl,12/17/2016,"Camping World Stadium - Orlando, Florida",31,13,Arkansas State,Central Florida,28.5383355,-81.3792365,35.0729706,-91.8962336,28.6024274,-81.2000599
1049,Camellia Bowl,12/17/2016,"Montgomery, AL",31,28,Appalachian State,Toledo,32.3792233,-86.3077368,36.2135255,-81.6839919,41.6578804,-83.6142374
1050,Las Vegas Bowl,12/17/2016,"Sam Boyd Stadium - Las Vegas, Nevada",34,10,San Diego State,Houston,36.1699412,-115.1398296,32.7739344,-117.0701349,29.7199489,-95.3422334
1051,New Mexico Bowl,12/17/2016,"University Stadium - Albuquerque, New Mexico",23,20,New Mexico,Texas-San Antonio,35.0843859,-106.650422,35.0843187,-106.6197812,29.5827351,-98.6189053
1052,College Football Championship,1/8/2018,"Mercedes-Benz Stadium - Atlanta, Georgia",26,23,Alabama (4),Georgia (3),33.7489954,-84.3879824,33.2140233,-87.5391418,33.9480053,-83.3773221
1053,Sugar Bowl,1/1/2018,"Mercedes-Benz Superdome - New Orleans, Louisiana",24,6,Alabama (4),Clemson (1),29.95106579999999,-90.0715323,33.2140233,-87.5391418,34.6738437,-82.8368654
1054,Rose Bowl,1/1/2018,"Rose Bowl - Pasadena, California",54,48,Georgia (3),Oklahoma (2),34.1477849,-118.1445155,33.9480053,-83.3773221,35.2058936,-97.4457137
1055,Citrus Bowl,1/1/2018,"Camping World Stadium - Orlando, Florida",21,17,Notre Dame (14),Louisiana State (16),28.5383355,-81.3792365,41.7055716,-86.2353388,30.4132579,-91.1800023
1056,Peach Bowl,1/1/2018,"Mercedes-Benz Stadium - Atlanta, Georgia",34,27,Central Florida (10),Auburn (7),33.7489954,-84.3879824,28.6024274,-81.2000599,32.5933574,-85.4951663
1057,Outback Bowl,1/1/2018,"Raymond James Stadium - Tampa, Florida",26,19,South Carolina,Michigan,27.950575,-82.4571776,33.9937575,-81.0299186,42.2780436,-83.7382241
1058,Orange Bowl,12/30/2017,"Hard Rock Stadium - Miami Gardens, Florida",34,24,Wisconsin (6),Miami (FL) (11),25.9420377,-80.2456045,43.076592,-89.4124875,25.7178924,-80.2746368
1059,Fiesta Bowl,12/30/2017,"University of Phoenix Stadium - Glendale, Arizona",35,28,Penn State (9),Washington (12),33.5386523,-112.1859866,40.7982133,-77.8599084,47.65533509999999,-122.3035199
1060,Liberty Bowl,12/30/2017,"Liberty Bowl Memorial Stadium - Memphis, Tennessee",21,20,Iowa State,Memphis (19),35.1495343,-90.0489801,42.0266187,-93.6464654,35.1187498,-89.9374928
1061,TaxSlayer Bowl,12/30/2017,"EverBank Field - Jacksonville, Florida",31,27,Mississippi State (24),Louisville,30.3321838,-81.65565099999999,33.4551742,-88.79437659999999,38.2122761,-85.75850229999999
1062,Cotton Bowl,12/29/2017,"AT&T Stadium - Arlington, Texas",24,7,Ohio State (5),Southern California (8),32.735687,-97.10806559999999,40.0068363,-83.0306222,34.0223519,-118.285117
1063,Arizona Bowl,12/29/2017,"Arizona Stadium - Tucson, Arizona",26,20,New Mexico State,Utah State,32.2226066,-110.9747108,32.2787745,-106.7479059,39.6081249,-110.802743
1064,Music City Bowl,12/29/2017,"Nissan Stadium - Nashville, Tennessee",24,23,Northwestern (20),Kentucky,36.1626638,-86.7816016,45.031563,-93.168573,38.0306511,-84.5039697
1065,Sun Bowl,12/29/2017,"Sun Bowl - El Paso, Texas",52,31,North Carolina State,Arizona State,31.7618778,-106.4850217,35.7846633,-78.6820946,32.2318851,-110.9501094
1066,Belk Bowl,12/29/2017,"Bank of America Stadium - Charlotte, North Carolina",55,52,Wake Forest,Texas A&M,35.2270869,-80.8431267,36.1354033,-80.27922749999999,30.6187558,-96.33647719999999
1067,Alamo Bowl,12/28/2017,"Alamodome - San Antonio, Texas",39,37,Texas Christian (13),Stanford (15),29.4241219,-98.49362819999999,32.7095936,-97.3635602,37.4274745,-122.169719
1068,Holiday Bowl,12/28/2017,"SDCCU Stadium - San Diego, California",42,17,Michigan State (18),Washington State (21),32.715738,-117.1610838,42.701848,-84.4821719,46.7319225,-117.1542121
1069,Camping World Bowl,12/28/2017,"Camping World Stadium - Orlando, Florida",30,21,Oklahoma State (17),Virginia Tech (22),28.5383355,-81.3792365,36.1270236,-97.07372219999999,37.22838429999999,-80.42341669999999
1070,Military Bowl,12/28/2017,"Navy-Marine Corps Memorial Stadium - Annapolis, Maryland",49,7,Navy,Virginia,38.9784453,-76.4921829,38.98206580000001,-76.4839405,38.0335529,-78.5079772
1071,Texas Bowl,12/27/2017,"NRG Stadium - Houston, Texas",33,16,Texas,Missouri,29.7604267,-95.3698028,30.2849185,-97.7340567,38.9403808,-92.32773750000001
1072,Foster Farms Bowl,12/27/2017,"Levi's Stadium - Santa Clara, California",38,35,Purdue,Arizona,37.3541079,-121.9552356,40.4237054,-86.92119459999999,32.2318851,-110.9501094
1073,Pinstripe Bowl,12/27/2017,"New Yankee Stadium - New York, New York",27,20,Iowa,Boston College,36.1023715,-115.1745559,41.6626963,-91.5548998,42.3355488,-71.16849450000001
1074,Independence Bowl,12/27/2017,"Independence Stadium - Shreveport, Louisiana",42,13,Florida State,Southern Mississippi,32.5251516,-93.7501789,30.43495,-84.284994,31.3298941,-89.3340439
1075,Cactus Bowl,12/26/2017,"Chase Field - Phoenix, Arizona",35,17,Kansas State,UCLA,33.4483771,-112.0740373,38.9543439,-95.2557961,34.068921,-118.4451811
1076,Quick Lane Bowl,12/26/2017,"Ford Field - Detroit, Michigan",36,14,Duke,Northern Illinois,42.331427,-83.0457538,36.0014258,-78.9382286,41.934233,-88.774069
1077,Heart of Dallas Bowl,12/26/2017,"Cotton Bowl - Dallas, Texas",30,14,Utah,West Virginia,32.7766642,-96.79698789999999,40.7649368,-111.8421021,39.6480359,-79.9697147
1078,Hawaii Bowl,12/24/2017,"Aloha Stadium - Honolulu, Hawaii",33,27,Fresno State,Houston,21.3069444,-157.8583333,36.81336410000001,-119.7460884,29.7199489,-95.3422334
1079,Dollar General Bowl,12/23/2017,"Ladd-Peebles Stadium - Mobile, Alabama",34,0,Appalachian State,Toledo,30.6953657,-88.0398912,36.2135255,-81.6839919,41.6578804,-83.6142374
1080,Armed Forces Bowl,12/23/2017,"Amon G. Carter Stadium - Fort Worth, Texas",42,35,Army,San Diego State,32.7554883,-97.3307658,35.9587748,-83.9279907,32.7739344,-117.0701349
1081,Birmingham Bowl,12/23/2017,"Legion Field - Birmingham, Alabama",38,34,South Florida (23),Texas Tech,33.5185892,-86.8103567,28.0587031,-82.41385389999999,33.5842591,-101.8782822
1082,Famous Idaho Potato Bowl,12/22/2017,"Albertsons Stadium - Boise, Idaho",37,14,Wyoming,Central Michigan,43.6150186,-116.2023137,41.3148754,-105.5665744,43.5819086,-84.7756364
1083,Bahamas Bowl,12/22/2017,"Thomas Robinson Stadium - Nassau, BHS",41,6,Ohio,Alabama-Birmingham,25.0443312,-77.3503609,39.324358,-82.10138889999999,33.5019893,-86.8064433
1084,Bad Boy Mowers Gasparilla Bowl,12/21/2017,"Tropicana Field - St. Petersburg, Florida",28,3,Temple,Florida International,27.7676008,-82.64029149999999,39.9805942,-75.1557376,29.6480995,-82.34548769999999
1085,Frisco Bowl,12/20/2017,"Toyota Stadium - Frisco, Texas",51,10,Louisiana Tech,Southern Methodist,33.1506744,-96.82361159999999,32.5282644,-92.6499298,32.8412178,-96.78451749999999
1086,Boca Raton Bowl,12/19/2017,"FAU Football Stadium - Boca Raton, Florida",50,3,Florida Atlantic,Akron,26.3683064,-80.1289321,26.3749876,-80.10106329999999,41.0770227,-81.5114462
1087,Camellia Bowl,12/16/2017,"Cramton Bowl - Montgomery, Alabama",35,30,Middle Tennessee State,Arkansas State,32.3792233,-86.3077368,35.8486105,-86.3648813,35.0729706,-91.8962336
1088,New Mexico Bowl,12/16/2017,"Dreamstyle Stadium - Albuquerque, New Mexico",31,28,Marshall,Colorado State,35.0843859,-106.650422,38.4235252,-82.42641449999999,40.573436,-105.0865473
1089,Las Vegas Bowl,12/16/2017,"Sam Boyd Stadium - Las Vegas, Nevada",38,28,Boise State (25),Oregon,36.1699412,-115.1398296,43.6028311,-116.201767,44.0448302,-123.0726055
1090,AutoNation Cure Bowl,12/16/2017,"Camping World Stadium - Orlando, Florida",27,17,Georgia State,Western Kentucky,28.5383355,-81.3792365,33.753068,-84.38528190000001,36.9853543,-86.456138
1091,New Orleans Bowl,12/16/2017,"Mercedes-Benz Superdome - New Orleans, Louisiana",50,30,Troy,North Texas,29.95106579999999,-90.0715323,31.8010955,-85.9572999,33.207488,-97.1525862
1092,College Football Championship,1/7/2019,"Levi's Stadium - Santa Clara, California",44,16,Clemson (2),Alabama (1),37.3541079,-121.9552356,34.6738437,-82.8368654,33.2140233,-87.5391418
1093,Sugar Bowl,1/1/2019,"Mercedes-Benz Superdome - New Orleans, Louisiana",28,21,Texas (14),Georgia (6),29.95106579999999,-90.0715323,30.2849185,-97.7340567,33.9480053,-83.3773221
1094,Rose Bowl,1/1/2019,"Rose Bowl - Pasadena, California",28,23,Ohio State (5),Washington (9),34.1477849,-118.1445155,40.0068363,-83.0306222,47.65533509999999,-122.3035199
1095,Citrus Bowl,1/1/2019,"Camping World Stadium - Orlando, Florida",27,24,Kentucky (16),Penn State (13),28.5383355,-81.3792365,38.0306511,-84.5039697,40.7982133,-77.8599084
1096,Fiesta Bowl,1/1/2019,"State Farm Stadium - Glendale, Arizona",40,32,Louisiana State (11),Central Florida (7),33.5386523,-112.1859866,30.4132579,-91.1800023,28.6024274,-81.2000599
1097,Outback Bowl,1/1/2019,"Raymond James Stadium - Tampa, Florida",27,22,Iowa,Mississippi State (18),27.950575,-82.4571776,41.6626963,-91.5548998,33.4551742,-88.79437659999999
1098,Gator Bowl,12/31/2018,"TIAA Bank Field - Jacksonville, Florida",52,13,Texas A&M (21),North Carolina State,30.3321838,-81.65565099999999,30.6187558,-96.33647719999999,35.7846633,-78.6820946
1099,Holiday Bowl,12/31/2018,"SDCCU Stadium - San Diego, California",31,20,Northwestern,Utah (20),32.715738,-117.1610838,45.031563,-93.168573,40.7649368,-111.8421021
1100,Liberty Bowl,12/31/2018,"Liberty Bowl Memorial Stadium - Memphis, Tennessee",38,33,Oklahoma State,Missouri (24),35.1495343,-90.0489801,36.1270236,-97.07372219999999,38.9403808,-92.32773750000001
1101,Redbox Bowl,12/31/2018,"Levi's Stadium - Santa Clara, California",7,6,Oregon,Michigan State,37.3541079,-121.9552356,44.0448302,-123.0726055,42.701848,-84.4821719
1102,Sun Bowl,12/31/2018,"Sun Bowl - El Paso, Texas",14,13,Stanford,Pittsburgh,31.7618778,-106.4850217,37.4274745,-122.169719,40.4443533,-79.960835
1103,Military Bowl,12/31/2018,"Navy-Marine Corps Memorial Stadium - Annapolis, Maryland",35,31,Cincinnati,Virginia Tech,38.9784453,-76.4921829,39.1329219,-84.51495039999999,37.22838429999999,-80.42341669999999
1104,Orange Bowl,12/29/2018,"Hard Rock Stadium - Miami Gardens, Florida",45,34,Alabama (1),Oklahoma (4),25.9420377,-80.2456045,33.2140233,-87.5391418,35.2058936,-97.4457137
1105,Cotton Bowl,12/29/2018,"AT&T Stadium - Arlington, Texas",30,3,Clemson (2),Notre Dame (3),32.735687,-97.10806559999999,34.6738437,-82.8368654,41.7055716,-86.2353388
1106,Arizona Bowl,12/29/2018,"Arizona Stadium - Tucson, Arizona",16,13,Nevada,Arkansas State,32.2226066,-110.9747108,39.5441917,-119.816397,35.0729706,-91.8962336
1107,Belk Bowl,12/29/2018,"Bank of America Stadium - Charlotte, North Carolina",28,0,Virginia,South Carolina,35.2270869,-80.8431267,38.0335529,-78.5079772,33.9937575,-81.0299186
1108,Peach Bowl,12/29/2018,"Mercedes-Benz Stadium - Atlanta, Georgia",41,15,Florida (10),Michigan (8),33.7489954,-84.3879824,29.6436325,-82.3549302,42.2780436,-83.7382241
1109,Alamo Bowl,12/28/2018,"Alamodome - San Antonio, Texas",28,26,Washington State (12),Iowa State (25),29.4241219,-98.49362819999999,46.7319225,-117.1542121,42.0266187,-93.6464654
1110,Camping World Bowl,12/28/2018,"Camping World Stadium - Orlando, Florida",34,18,Syracuse (17),West Virginia (15),28.5383355,-81.3792365,43.0391534,-76.1351158,39.6480359,-79.9697147
1111,Music City Bowl,12/28/2018,"Nissan Stadium - Nashville, Tennessee",63,14,Auburn,Purdue,36.1626638,-86.7816016,32.5933574,-85.4951663,40.4237054,-86.92119459999999
1112,Texas Bowl,12/27/2018,"NRG Stadium - Houston, Texas",45,38,Baylor,Vanderbilt,29.7604267,-95.3698028,31.5497007,-97.1143046,36.1447034,-86.8026551
1113,Pinstripe Bowl,12/27/2018,"Yankee Stadium - New York, New York",35,3,Wisconsin,Miami (FL),36.1023715,-115.1745559,43.076592,-89.4124875,25.7178924,-80.2746368
1114,Independence Bowl,12/27/2018,"Independence Stadium - Shreveport, Louisiana",56,27,Duke,Temple,32.5251516,-93.7501789,36.0014258,-78.9382286,39.9805942,-75.1557376
1115,Cheez-It Bowl,12/26/2018,"Chase Field - Phoenix, Arizona",10,7,Texas Christian,California,33.4483771,-112.0740373,32.7095936,-97.3635602,37.8718992,-122.2585399
1116,Quick Lane Bowl,12/26/2018,"Ford Field - Detroit, Michigan",34,10,Minnesota,Georgia Tech,42.331427,-83.0457538,44.97399,-93.2277285,33.7756178,-84.39628499999999
1117,Hawaii Bowl,12/22/2018,"Aloha Stadium - Honolulu, Hawaii",31,14,Louisiana Tech,Hawaii,21.3069444,-157.8583333,32.5282644,-92.6499298,21.296939,-157.8171118
